word,idf,doc_num,index,保险,银行债券,基金,外汇,期货,科技,股票,黄金,total_freq
聚力,11.350755058638786,6,34157,0,0,0,0,0,1,6,0,7
宣告成立,11.61378946447258,5,34158,0,0,5,0,0,0,1,0,6
年票,11.350755058638786,6,34159,0,0,0,2,0,0,1,7,10
洛威,9.61378946447258,20,34160,0,0,0,25,0,0,0,5,30
洛威称,12.935717559359944,2,34161,0,0,0,4,0,0,0,0,4
失业问题,13.935717559359944,1,34162,0,0,0,1,0,0,0,0,1
哪项,13.935717559359944,1,34163,0,0,0,1,0,0,0,0,1
问诊,11.935717559359944,4,34164,3,0,0,0,0,1,0,0,4
难懂,11.61378946447258,5,34165,3,1,0,0,0,1,0,0,5
趣味性,11.935717559359944,4,34166,2,0,0,0,0,2,0,0,4
有备无患,12.935717559359944,2,34167,2,0,0,0,0,0,0,0,2
救命钱,12.350755058638786,3,34168,3,0,0,0,0,0,0,0,3
意外保险,11.61378946447258,5,34169,5,0,0,0,0,0,0,0,5
灌输,11.61378946447258,5,34170,2,0,0,1,0,1,0,1,5
中青年,11.935717559359944,4,34171,1,0,2,0,0,0,1,0,4
伸出,10.350755058638786,12,34172,3,0,0,1,1,4,3,0,12
亲历者,12.350755058638786,3,34173,2,0,1,0,0,0,0,0,3
一无所知,10.76579255791763,9,34174,1,0,1,1,1,2,2,2,10
徽章,12.350755058638786,3,34175,4,0,0,0,0,1,0,0,5
病患者,11.935717559359944,4,34176,5,0,0,0,0,0,0,0,5
月付,11.935717559359944,4,34177,2,0,0,0,0,2,0,0,4
感性,13.935717559359944,1,34178,2,0,0,0,0,0,0,0,2
援手,11.935717559359944,4,34179,2,0,0,1,0,1,0,0,4
该点,12.350755058638786,3,34180,0,0,0,1,0,0,0,2,3
位处,11.61378946447258,5,34181,0,0,0,1,1,0,1,2,5
few,12.350755058638786,3,34182,0,0,0,1,0,0,1,1,3
couple,12.935717559359944,2,34183,0,0,0,2,0,0,0,1,3
傍晚,10.61378946447258,10,34184,1,1,1,1,0,1,5,0,10
而同,11.61378946447258,5,34185,1,1,1,0,0,0,2,0,5
时达,12.350755058638786,3,34186,0,1,0,0,0,0,2,0,3
iFind,11.350755058638786,6,34187,0,2,1,0,0,0,3,0,6
余胜良,11.12836263730234,7,34188,0,1,0,0,0,3,3,0,7
顺转,12.350755058638786,3,34189,0,15,0,0,0,0,0,0,15
涨多,10.76579255791763,9,34190,0,0,0,0,5,0,4,0,9
微红,13.935717559359944,1,34191,0,0,0,0,1,0,0,0,1
反升,12.350755058638786,3,34192,0,0,0,0,2,0,0,6,8
跌少,10.476285940722645,11,34193,0,0,0,0,6,0,5,0,11
普受,13.935717559359944,1,34194,0,0,0,0,1,0,0,0,1
路通,12.350755058638786,3,34195,0,0,0,0,0,0,26,0,26
华平,11.350755058638786,6,34196,0,0,3,0,0,0,7,0,10
赛象,11.935717559359944,4,34197,0,0,0,0,0,0,7,0,7
尽快恢复,11.12836263730234,7,34198,1,0,0,0,0,0,7,0,8
周详,13.935717559359944,1,34199,0,0,0,0,0,0,1,0,1
商请,13.935717559359944,1,34200,0,0,0,0,0,0,1,0,1
Scholz,12.935717559359944,2,34201,0,0,0,0,0,0,7,2,9
上百年,12.350755058638786,3,34202,0,0,0,0,0,1,2,0,3
废旧,11.61378946447258,5,34203,0,0,0,0,4,0,3,0,7
料场,13.935717559359944,1,34204,0,0,0,0,0,0,3,0,3
废旧物资,12.935717559359944,2,34205,0,0,0,0,3,0,1,0,4
脱胎换骨,11.350755058638786,6,34206,1,2,0,0,0,1,2,0,6
致词,11.935717559359944,4,34207,0,0,0,3,0,0,1,0,4
分会,10.61378946447258,10,34208,0,0,0,0,3,2,6,0,11
齐合,12.350755058638786,3,34209,0,1,0,0,0,0,12,0,13
电解铝,10.235277841218851,13,34210,0,0,0,0,25,0,12,0,37
仍要,12.350755058638786,3,34211,0,0,0,0,1,0,2,0,3
废物,11.935717559359944,4,34212,0,0,0,0,0,0,9,0,9
全面禁止,11.935717559359944,4,34213,0,0,0,0,1,0,3,0,4
赘述,11.61378946447258,5,34214,1,0,0,1,0,0,2,1,5
小厂,11.61378946447258,5,34215,1,0,0,0,3,0,1,0,5
废料,10.76579255791763,9,34216,0,0,0,0,5,0,12,1,18
报废,10.61378946447258,10,34217,1,0,0,0,6,7,2,0,16
CMRA,13.935717559359944,1,34218,0,0,0,0,0,0,3,0,3
废金属,12.350755058638786,3,34219,0,0,0,0,1,0,12,0,13
杨晓波,11.61378946447258,5,34220,0,1,1,0,1,0,2,0,5
胡政,12.350755058638786,3,34221,0,1,0,0,4,0,1,0,6
各项事业,13.935717559359944,1,34222,0,1,0,0,0,0,0,0,1
同源,11.350755058638786,6,34223,0,0,2,0,3,0,2,0,7
孙伟,11.935717559359944,4,34224,2,0,19,0,0,0,1,0,22
流露出,10.935717559359944,8,34225,0,0,6,0,1,1,1,1,10
新天地,11.61378946447258,5,34226,5,0,2,0,0,2,0,0,9
辛勤,11.935717559359944,4,34227,1,0,1,0,0,0,3,0,5
科学基金,13.935717559359944,1,34228,0,0,5,0,0,0,0,0,5
赵学军,11.935717559359944,4,34229,0,0,5,0,0,0,0,0,5
圆满完成,12.350755058638786,3,34230,0,1,1,0,0,1,0,0,3
邓小平,12.350755058638786,3,34231,1,0,1,0,0,0,1,0,3
项目名称,12.350755058638786,3,34232,1,0,1,0,0,0,2,0,4
自力,12.350755058638786,3,34233,8,0,5,0,0,0,0,0,13
科研任务,12.935717559359944,2,34234,0,0,1,0,0,0,1,0,2
万人远,10.235277841218851,13,34235,0,0,0,3,0,0,0,10,13
顾问费,11.61378946447258,5,34236,0,2,0,0,0,1,3,0,6
LGT,11.935717559359944,4,34237,0,0,0,0,0,0,4,0,4
创业项目,10.235277841218851,13,34238,0,0,2,0,0,6,5,0,13
FA,13.935717559359944,1,34239,0,0,0,0,0,0,2,0,2
分许,12.350755058638786,3,34240,0,0,0,0,1,1,1,0,3
大承配,13.935717559359944,1,34241,0,0,0,0,0,0,1,0,1
FAIRWOOD,12.350755058638786,3,34242,0,0,0,0,0,0,3,0,3
项晶,9.848254718109605,17,34243,0,0,19,0,0,0,1,0,20
需母,12.350755058638786,3,34244,0,0,7,0,0,0,0,0,7
适应能力,11.61378946447258,5,34245,0,0,1,4,0,0,0,0,5
赵庆明,10.76579255791763,9,34246,0,2,0,12,0,0,0,0,14
体面,11.61378946447258,5,34247,1,0,1,0,0,0,0,3,5
莫唑胺,11.935717559359944,4,34248,0,0,0,0,0,0,5,0,5
pamiparib,11.350755058638786,6,34249,0,0,0,0,0,0,12,0,12
难治性,11.12836263730234,7,34250,0,0,0,0,0,0,12,0,12
胶质,11.935717559359944,4,34251,0,0,0,0,0,0,5,0,5
多形性,11.935717559359944,4,34252,0,0,0,0,0,0,5,0,5
GBM,11.935717559359944,4,34253,0,0,0,0,0,0,5,0,5
放疗,11.350755058638786,6,34254,0,0,0,0,0,1,6,0,7
母细胞,11.935717559359944,4,34255,0,0,0,0,0,0,5,0,5
temozolomide,11.935717559359944,4,34256,0,0,0,0,0,0,5,0,5
复发,10.350755058638786,12,34257,1,0,1,0,0,2,13,0,17
TMZ,11.935717559359944,4,34258,0,0,0,0,0,0,5,0,5
其在研,11.935717559359944,4,34259,0,0,0,0,0,0,5,0,5
联用,11.61378946447258,5,34260,0,0,0,0,0,0,5,0,5
RT,11.12836263730234,7,34261,0,0,0,1,0,0,5,3,9
抑制剂,10.235277841218851,13,34262,0,0,0,0,0,0,21,0,21
PARP,11.935717559359944,4,34263,0,0,0,0,0,0,5,0,5
精细化工,11.12836263730234,7,34264,0,0,1,0,0,0,11,0,12
影线,12.350755058638786,3,34265,0,0,0,0,0,0,0,3,3
高空,10.476285940722645,11,34266,0,0,0,0,1,1,1,12,15
于千二,10.61378946447258,10,34267,0,0,0,0,0,0,0,11,11
反身,11.61378946447258,5,34268,0,0,0,0,0,0,0,5,5
狭小,11.12836263730234,7,34269,2,0,0,0,1,1,1,2,7
讯号,10.128362637302338,14,34270,0,0,1,4,0,0,6,9,20
日拉出,12.935717559359944,2,34271,0,0,0,0,0,0,0,3,3
新窗口,13.935717559359944,1,34272,0,0,0,0,0,0,0,5,5
可言,10.76579255791763,9,34273,0,0,1,1,1,1,6,1,11
利剑,10.476285940722645,11,34274,0,0,1,1,0,2,2,5,11
指导方针,11.12836263730234,7,34275,1,0,0,1,2,0,1,2,7
紫色,11.61378946447258,5,34276,0,0,0,0,0,1,0,5,6
赢面,11.935717559359944,4,34277,0,0,0,0,1,0,1,2,4
该会,12.350755058638786,3,34278,1,1,0,0,0,0,1,0,3
突发性,10.350755058638786,12,34279,6,0,1,0,7,0,1,0,15
医疗纠纷,11.935717559359944,4,34280,19,0,0,0,0,0,2,0,21
电梯,10.128362637302338,14,34281,27,0,1,0,0,0,34,0,62
福祉,10.935717559359944,8,34282,4,0,0,2,2,0,1,0,9
调处,12.935717559359944,2,34283,4,0,0,0,0,0,0,0,4
医患,12.350755058638786,3,34284,11,0,0,0,0,0,0,0,11
中年,11.12836263730234,7,34285,1,0,0,0,0,3,3,0,7
公共安全,10.350755058638786,12,34286,2,0,0,0,0,2,9,0,13
村级,11.935717559359944,4,34287,3,0,0,0,1,0,0,0,4
共治,10.935717559359944,8,34288,5,0,0,0,0,3,1,0,9
前移,11.350755058638786,6,34289,4,0,1,0,0,1,1,0,7
城市道路,12.935717559359944,2,34290,2,0,0,0,0,0,0,0,2
维保,11.350755058638786,6,34291,11,0,0,0,0,0,1,0,12
医闹,12.935717559359944,2,34292,3,0,0,0,0,0,0,0,3
各式各样,10.935717559359944,8,34293,2,0,2,0,0,1,3,0,8
医务人员,11.61378946447258,5,34294,28,0,0,0,0,1,1,0,30
调解机制,10.76579255791763,9,34295,2,0,0,0,8,0,1,0,11
萦绕在,11.61378946447258,5,34296,1,0,0,1,0,0,1,2,5
王勉,11.935717559359944,4,34297,4,0,0,0,0,0,1,0,5
巨灾险,12.935717559359944,2,34298,3,0,0,0,0,0,0,0,3
医责险,12.350755058638786,3,34299,24,0,0,0,0,0,0,0,24
特种设备,11.935717559359944,4,34300,9,0,0,0,0,0,1,0,10
居民家庭,12.935717559359944,2,34301,2,0,0,0,0,0,0,0,2
数以万计,11.12836263730234,7,34302,3,0,3,0,0,1,0,0,7
化解矛盾,11.12836263730234,7,34303,3,0,0,0,2,0,2,0,7
帮手,12.350755058638786,3,34304,2,0,0,0,0,3,0,0,5
创科,10.235277841218851,13,34305,0,0,0,0,0,0,28,0,28
不需,10.61378946447258,10,34306,1,1,2,3,0,2,1,0,10
该些,13.935717559359944,1,34307,0,0,0,0,0,0,2,0,2
NAR,10.61378946447258,10,34308,0,0,0,1,0,0,0,9,10
稳岗,13.935717559359944,1,34309,2,0,0,0,0,0,0,0,2
广泛支持,13.935717559359944,1,34310,1,0,0,0,0,0,0,0,1
补助金,12.350755058638786,3,34311,2,0,0,0,0,0,2,0,4
岗位补贴,13.935717559359944,1,34312,1,0,0,0,0,0,0,0,1
守法,10.028826963751424,15,34313,9,0,0,0,3,3,1,0,16
丧葬,13.935717559359944,1,34314,1,0,0,0,0,0,0,0,1
张盈华,12.350755058638786,3,34315,7,0,0,0,0,0,0,0,7
挡,10.76579255791763,9,34316,1,0,0,2,0,0,3,3,9
玉竹,13.935717559359944,1,34317,1,0,0,0,0,0,0,0,1
已向,10.235277841218851,13,34318,3,0,0,1,0,5,5,0,14
工期短,13.935717559359944,1,34319,1,0,0,0,0,0,0,0,1
短工,13.935717559359944,1,34320,1,0,0,0,0,0,0,0,1
职业培训,11.350755058638786,6,34321,1,0,0,1,0,1,19,0,22
张盈华向,13.935717559359944,1,34322,1,0,0,0,0,0,0,0,1
非正规,11.935717559359944,4,34323,2,0,0,0,1,1,2,0,6
生活待遇,13.935717559359944,1,34324,1,0,0,0,0,0,0,0,1
率低,10.935717559359944,8,34325,2,2,1,0,1,0,2,0,8
供养,12.350755058638786,3,34326,3,0,0,0,0,0,0,0,3
林荣,13.935717559359944,1,34327,0,0,0,0,0,0,0,1,1
生息,10.476285940722645,11,34328,1,6,1,1,0,0,1,3,13
Caruso,12.350755058638786,3,34329,0,0,0,0,0,0,0,3,3
溃不成军,12.935717559359944,2,34330,0,0,0,0,0,0,0,5,5
肖银丽,13.935717559359944,1,34331,0,0,0,0,0,0,0,1,1
回采,11.935717559359944,4,34332,0,0,0,0,0,0,12,0,12
采煤,11.935717559359944,4,34333,0,0,0,0,0,0,9,0,9
邦达,11.12836263730234,7,34334,0,0,0,0,0,0,26,0,26
苞谷,11.61378946447258,5,34335,0,0,0,0,0,0,10,0,10
洗煤,11.935717559359944,4,34336,0,0,0,0,0,0,6,0,6
煤田,11.350755058638786,6,34337,0,1,0,0,0,0,6,0,7
红果,11.61378946447258,5,34338,0,0,0,0,0,0,10,0,10
久泰,11.350755058638786,6,34339,0,0,0,0,0,0,20,0,20
展播,11.935717559359944,4,34340,0,0,0,0,3,0,2,0,5
本领,11.350755058638786,6,34341,0,0,0,0,3,1,2,0,6
风清气,10.76579255791763,9,34342,0,0,0,0,2,2,5,0,9
从我做起,11.12836263730234,7,34343,0,1,0,0,4,0,2,0,7
高强,12.350755058638786,3,34344,0,0,0,0,0,0,6,0,6
第一道,10.028826963751424,15,34345,2,1,0,1,2,1,5,3,15
蒋锋,12.350755058638786,3,34346,0,0,0,0,1,0,5,0,6
二十一家,11.935717559359944,4,34347,0,0,4,0,0,0,0,0,4
前四,11.350755058638786,6,34348,1,0,4,0,0,0,0,1,6
宏泰,10.476285940722645,11,34349,1,5,0,0,0,0,15,0,21
Profit,11.12836263730234,7,34350,0,0,0,0,0,0,17,0,17
断腕,12.935717559359944,2,34351,1,0,0,0,0,0,1,0,2
都市,10.028826963751424,15,34352,35,0,1,0,0,16,19,0,71
网将,12.350755058638786,3,34353,2,0,0,0,0,0,1,0,3
难以达到,10.76579255791763,9,34354,1,1,2,0,1,4,0,0,9
翻身仗,10.935717559359944,8,34355,1,0,0,0,1,2,4,0,8
交友,10.935717559359944,8,34356,1,0,0,0,0,6,4,0,11
婚恋,11.935717559359944,4,34357,5,0,0,0,0,1,1,0,7
隔行如隔山,13.935717559359944,1,34358,1,0,0,0,0,0,0,0,1
用电器,13.935717559359944,1,34359,1,0,0,0,0,0,0,0,1
鼎力,11.935717559359944,4,34360,32,0,0,0,0,1,1,0,34
珍爱,11.350755058638786,6,34361,16,0,0,0,0,0,0,4,20
初入,12.350755058638786,3,34362,1,0,0,0,2,0,0,0,3
环宇,11.12836263730234,7,34363,3,0,0,0,1,0,6,0,10
保险网,12.350755058638786,3,34364,4,0,0,0,0,0,0,0,4
朗铭,13.935717559359944,1,34365,1,0,0,0,0,0,0,0,1
土星,13.935717559359944,1,34366,2,0,0,0,0,0,0,0,2
转道,11.350755058638786,6,34367,4,0,0,0,0,0,2,0,6
邹苇,13.935717559359944,1,34368,1,0,0,0,0,0,0,0,1
鼎点,12.935717559359944,2,34369,32,0,0,0,0,0,0,0,32
直聘,12.350755058638786,3,34370,2,0,0,0,0,4,0,0,6
而朗铭,13.935717559359944,1,34371,1,0,0,0,0,0,0,0,1
尚未可知,10.76579255791763,9,34372,2,3,0,0,2,1,1,0,9
网试,13.935717559359944,1,34373,1,0,0,0,0,0,0,0,1
增亏,11.61378946447258,5,34374,1,0,0,0,0,0,6,0,7
绕道,10.935717559359944,8,34375,1,4,0,0,0,0,3,0,8
传化,11.350755058638786,6,34376,5,0,0,0,0,0,1,0,6
矿用,13.935717559359944,1,34377,1,0,0,0,0,0,0,0,1
锚准,13.935717559359944,1,34378,1,0,0,0,0,0,0,0,1
细分化,11.61378946447258,5,34379,1,0,0,0,0,6,0,0,7
洪都,11.935717559359944,4,34380,0,0,0,0,0,0,7,0,7
洪都航空,11.61378946447258,5,34381,0,0,0,0,0,0,20,0,20
正使,12.350755058638786,3,34382,0,0,0,6,0,0,0,1,7
Tchilinguirian,11.61378946447258,5,34383,0,0,0,2,1,0,0,3,6
相关系数,10.61378946447258,10,34384,0,0,0,3,8,0,0,7,18
McCarthy,10.935717559359944,8,34385,0,0,0,10,0,0,0,2,12
自雇,11.935717559359944,4,34386,0,0,0,0,0,2,5,0,7
中小学,11.935717559359944,4,34387,0,0,2,0,0,0,4,0,6
应试,12.350755058638786,3,34388,0,0,0,0,0,0,3,0,3
教职工,11.935717559359944,4,34389,0,0,0,0,0,0,4,0,4
及于,11.61378946447258,5,34390,0,0,0,0,0,0,5,0,5
CCtalk,12.935717559359944,2,34391,0,0,0,0,0,0,8,0,8
沪江,10.235277841218851,13,34392,2,0,0,0,0,7,34,0,43
关掉,11.935717559359944,4,34393,0,0,0,1,1,2,1,0,5
跑通,12.350755058638786,3,34394,0,0,0,0,0,2,1,0,3
途歌,12.350755058638786,3,34395,0,0,0,0,0,4,0,0,4
郫县,12.935717559359944,2,34396,0,0,0,0,0,5,1,0,6
赶紧,10.350755058638786,12,34397,0,0,2,2,3,5,2,0,14
主抓,11.935717559359944,4,34398,2,0,0,0,0,0,2,0,4
以高,10.476285940722645,11,34399,4,0,4,0,1,0,2,0,11
一预,13.935717559359944,1,34400,1,0,0,0,0,0,0,0,1
打底,11.350755058638786,6,34401,1,0,2,0,0,0,2,2,7
IB,11.350755058638786,6,34402,0,8,0,0,14,0,1,0,23
戴帽,12.350755058638786,3,34403,0,0,0,0,0,0,4,0,4
年经,10.128362637302338,14,34404,2,0,1,0,0,2,15,0,20
生理,12.350755058638786,3,34405,1,0,0,0,1,0,3,0,5
亚军,10.350755058638786,12,34406,0,0,5,0,8,0,8,0,21
供求信息,12.350755058638786,3,34407,0,1,0,0,2,0,0,0,3
一段距离,10.476285940722645,11,34408,0,0,0,8,0,1,2,3,14
病重,12.935717559359944,2,34409,5,0,0,0,0,0,0,0,5
零元,13.935717559359944,1,34410,1,0,0,0,0,0,0,0,1
出病,13.935717559359944,1,34411,1,0,0,0,0,0,0,0,1
毛钱,11.12836263730234,7,34412,4,0,2,0,2,1,0,0,9
曾卓,12.350755058638786,3,34413,4,0,0,0,0,0,0,0,4
新风,11.350755058638786,6,34414,2,0,1,0,1,2,0,0,6
裴晨汐,13.935717559359944,1,34415,1,0,0,0,0,0,0,0,1
中国银联,11.350755058638786,6,34416,0,8,0,0,0,0,11,0,19
车牌号,11.12836263730234,7,34417,1,1,0,0,0,8,0,0,10
介质,12.350755058638786,3,34418,0,8,0,0,0,0,2,0,10
停车场,10.350755058638786,12,34419,1,10,0,1,0,3,13,0,28
再加之,10.935717559359944,8,34420,1,1,0,1,2,1,1,1,8
扫码,9.61378946447258,20,34421,1,5,0,0,0,20,3,0,29
李忠东,13.935717559359944,1,34422,0,4,0,0,0,0,0,0,4
宝安,11.61378946447258,5,34423,1,1,0,0,0,1,2,0,5
套牌车,12.350755058638786,3,34424,1,4,0,0,0,1,0,0,6
发卡行,11.935717559359944,4,34425,0,5,0,0,0,0,0,0,5
无感,12.350755058638786,3,34426,0,22,1,0,0,0,1,0,24
深圳市公安局,11.935717559359944,4,34427,0,1,0,0,0,0,3,2,6
自动识别,11.935717559359944,4,34428,0,1,0,0,0,0,3,0,4
洗车,11.12836263730234,7,34429,3,3,0,0,0,1,1,0,8
交警部门,11.350755058638786,6,34430,7,1,0,0,0,0,0,0,8
Eagle,11.935717559359944,4,34431,0,0,0,0,0,0,1,6,7
表露出,11.61378946447258,5,34432,0,0,0,2,0,0,3,0,5
发股,10.61378946447258,10,34433,0,4,0,0,0,0,7,0,11
复原,12.350755058638786,3,34434,0,0,0,0,0,1,1,1,3
所购,11.935717559359944,4,34435,1,0,0,0,0,0,3,0,4
较近,10.76579255791763,9,34436,0,0,1,3,3,0,2,2,11
而用,12.935717559359944,2,34437,0,0,0,0,0,0,2,1,3
炯,13.935717559359944,1,34438,0,0,0,0,0,0,17,0,17
超频,12.935717559359944,2,34439,0,0,0,0,0,0,20,0,20
透出,11.61378946447258,5,34440,2,1,0,0,0,0,3,0,6
春晖,12.935717559359944,2,34441,0,0,1,0,0,0,2,0,3
负面效应,10.935717559359944,8,34442,1,0,1,3,1,0,0,2,8
豆盟,13.935717559359944,1,34443,0,0,0,0,0,0,1,0,1
发布者,10.935717559359944,8,34444,0,0,0,0,0,3,9,0,12
开屏,12.935717559359944,2,34445,0,0,0,0,0,1,1,0,2
比较而言,11.12836263730234,7,34446,2,0,2,0,0,0,2,1,7
广告主,10.476285940722645,11,34447,0,0,0,0,0,8,7,1,16
安装公司,12.935717559359944,2,34448,27,0,0,0,0,0,1,0,28
SDK,10.935717559359944,8,34449,0,0,0,0,0,13,7,0,20
广告位,12.350755058638786,3,34450,0,0,0,0,0,2,1,0,3
王骅,11.935717559359944,4,34451,0,1,4,0,0,0,0,0,5
Hi,12.350755058638786,3,34452,0,0,1,0,0,6,0,0,7
心底,12.350755058638786,3,34453,0,0,1,0,1,0,1,0,3
咸阳市,12.350755058638786,3,34454,0,0,1,0,0,0,3,0,4
至上,10.128362637302338,14,34455,2,2,3,2,0,1,5,0,15
每项,12.935717559359944,2,34456,0,0,1,0,0,0,1,0,2
教育部门,11.935717559359944,4,34457,0,0,1,0,0,1,5,0,7
益起,13.935717559359944,1,34458,0,0,5,0,0,0,0,0,5
小小,11.935717559359944,4,34459,1,0,1,1,0,0,1,0,4
冀东,11.12836263730234,7,34460,0,0,1,0,1,0,5,0,7
路网,11.350755058638786,6,34461,0,1,0,0,1,1,3,0,6
断头,12.935717559359944,2,34462,0,0,0,0,0,1,3,0,4
盈淀路,13.935717559359944,1,34463,0,0,0,0,0,0,5,0,5
首条,12.350755058638786,3,34464,0,1,0,0,0,0,2,0,3
昆山市,13.935717559359944,1,34465,0,0,0,0,0,0,2,0,2
省界,13.935717559359944,1,34466,0,0,0,0,0,0,5,0,5
青浦,12.935717559359944,2,34467,0,0,0,0,0,0,3,0,3
阻隔,11.935717559359944,4,34468,1,1,0,0,0,1,1,0,4
Jordan,10.235277841218851,13,34469,0,0,0,6,0,3,0,5,14
旅程,10.476285940722645,11,34470,12,0,0,1,0,4,4,0,21
Rochester,10.61378946447258,10,34471,0,0,0,7,0,0,0,5,12
某次,11.935717559359944,4,34472,1,0,1,2,0,0,0,0,4
三场,11.350755058638786,6,34473,0,0,0,5,1,2,0,0,8
欧时,12.935717559359944,2,34474,0,0,0,3,0,0,0,0,3
独占鳌头,10.76579255791763,9,34475,0,1,0,0,0,5,3,0,9
女子,11.12836263730234,7,34476,0,0,0,4,0,7,0,1,12
牟取暴利,11.61378946447258,5,34477,0,0,0,0,0,5,0,0,5
传输数据,12.935717559359944,2,34478,0,0,0,0,0,2,0,0,2
女朋友,12.350755058638786,3,34479,0,0,0,0,0,3,0,0,3
网约,10.76579255791763,9,34480,1,0,0,0,0,9,0,0,10
油耗,11.935717559359944,4,34481,0,0,0,0,6,2,0,0,8
眼神,12.350755058638786,3,34482,0,0,0,0,0,2,1,0,3
毁容,12.350755058638786,3,34483,0,0,0,0,0,2,0,1,3
违章行为,12.350755058638786,3,34484,0,0,0,0,0,3,0,0,3
肢体,11.935717559359944,4,34485,1,0,0,0,0,3,0,0,4
派单,11.12836263730234,7,34486,2,0,0,0,0,7,0,0,9
曹操,11.350755058638786,6,34487,1,0,0,0,0,9,0,0,10
优步,10.61378946447258,10,34488,0,0,0,0,0,17,2,0,19
家网,12.350755058638786,3,34489,0,0,1,0,0,2,0,0,3
城市交通,10.76579255791763,9,34490,0,0,0,0,0,17,1,0,18
车门,11.935717559359944,4,34491,0,0,0,0,0,4,0,0,4
民声,12.350755058638786,3,34492,0,0,0,0,0,3,0,0,3
很漂亮,12.350755058638786,3,34493,0,0,0,0,0,2,1,0,3
海口市,11.350755058638786,6,34494,0,0,0,0,2,3,5,0,10
廖元,11.12836263730234,7,34495,1,0,0,0,0,5,1,0,7
伸,11.935717559359944,4,34496,0,0,0,0,0,3,2,0,5
张子渊,12.935717559359944,2,34497,0,0,0,0,0,4,0,0,4
日高德,12.350755058638786,3,34498,0,0,0,0,0,3,0,0,3
快到,11.61378946447258,5,34499,0,2,0,0,0,3,0,0,5
姑娘,10.76579255791763,9,34500,0,0,0,1,0,9,0,2,12
排量,12.935717559359944,2,34501,0,0,0,0,0,2,0,0,2
轴距,12.935717559359944,2,34502,0,0,0,0,0,4,0,0,4
搭讪,12.350755058638786,3,34503,0,0,0,0,0,3,0,0,3
张莹,12.350755058638786,3,34504,0,0,0,0,0,4,1,0,5
打网,12.935717559359944,2,34505,0,0,0,0,0,4,0,0,4
群雄,11.935717559359944,4,34506,0,0,0,0,0,2,2,0,4
海岸,10.61378946447258,10,34507,0,0,0,0,1,2,20,0,23
交通部门,11.935717559359944,4,34508,0,0,0,0,0,6,0,0,6
兰州市,12.350755058638786,3,34509,0,0,0,0,0,5,0,0,5
出租汽车,10.476285940722645,11,34510,0,1,0,0,0,29,0,0,30
中国建材,10.76579255791763,9,34511,0,1,0,0,1,0,9,0,11
张为,13.935717559359944,1,34512,0,3,0,0,0,0,0,0,3
这期,12.935717559359944,2,34513,0,1,0,0,0,2,0,0,3
多期,11.935717559359944,4,34514,0,1,1,0,0,0,2,0,4
二三,11.61378946447258,5,34515,1,1,0,0,0,0,4,0,6
处女群岛,12.935717559359944,2,34516,0,0,0,0,0,0,2,0,2
英属,12.350755058638786,3,34517,0,0,0,1,0,0,2,0,3
曾几何时,10.935717559359944,8,34518,0,0,3,2,0,2,1,0,8
鼎泰,12.935717559359944,2,34519,0,0,3,0,0,0,0,0,3
双林,12.350755058638786,3,34520,0,0,1,0,0,0,2,0,3
混杂,10.76579255791763,9,34521,1,0,1,3,1,1,2,0,9
邮尊享,12.935717559359944,2,34522,0,0,3,0,0,0,0,0,3
配资,9.291861369585218,25,34523,1,1,3,0,19,0,34,0,58
一桶,12.350755058638786,3,34524,0,0,1,0,0,0,1,1,3
引得,11.61378946447258,5,34525,2,0,1,0,1,0,1,0,5
长峰,12.350755058638786,3,34526,0,0,2,0,0,0,1,0,3
新百,11.350755058638786,6,34527,0,0,1,0,0,0,5,0,6
林秋彤,12.350755058638786,3,34528,0,0,3,0,0,0,0,0,3
对定,10.935717559359944,8,34529,2,0,4,0,0,0,3,0,9
诺贝,13.935717559359944,1,34530,0,0,0,0,15,0,0,0,15
铝加工,12.935717559359944,2,34531,0,0,0,0,7,0,0,0,7
贝恩,10.935717559359944,8,34532,11,0,1,0,2,2,3,0,19
铝板,13.935717559359944,1,34533,0,0,0,0,2,0,0,0,2
新车型,11.61378946447258,5,34534,0,0,0,0,1,0,7,0,8
板带,12.935717559359944,2,34535,0,0,0,0,2,0,0,0,2
笼统,10.61378946447258,10,34536,2,0,1,0,1,1,5,0,10
丽斯,13.935717559359944,1,34537,0,0,0,0,15,0,0,0,15
双反,12.350755058638786,3,34538,0,0,0,0,1,0,7,0,8
船用,11.935717559359944,4,34539,0,0,0,0,1,0,1,3,5
綦宇,11.61378946447258,5,34540,0,0,0,0,5,0,0,0,5
终裁,12.935717559359944,2,34541,0,0,0,0,2,0,1,0,3
爱励,13.935717559359944,1,34542,0,0,0,0,9,0,0,0,9
忠旺,13.935717559359944,1,34543,0,0,0,0,3,0,0,0,3
罐料,13.935717559359944,1,34544,0,0,0,0,2,0,0,0,2
铝箔,13.935717559359944,1,34545,0,0,0,0,2,0,0,0,2
铝板带,12.350755058638786,3,34546,0,0,0,0,5,0,1,0,6
局官,13.935717559359944,1,34547,0,0,0,0,2,0,0,0,2
落脚,12.350755058638786,3,34548,1,1,0,0,0,1,0,0,3
几十倍,11.935717559359944,4,34549,1,0,0,0,2,1,0,0,4
企个险,12.350755058638786,3,34550,3,0,0,0,0,0,0,0,3
福寿,13.935717559359944,1,34551,2,0,0,0,0,0,0,0,2
讲师,11.12836263730234,7,34552,2,1,1,0,1,3,1,0,9
